SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.005827747,0.0005686988,0.001502911,0.27142525,-0.0089052785,-0.05442512,0.040347695,-0.009927968,-0.008093743,-0.0025270558,-0.032950755,0.23489347,0.017935162,0.0023656003,0.03265579,0.0,0.0055693802,0.0,0.00129981,0.0,0.01495345,0.0,-0.014648788,0.0,0.018900113,0.13896288,0.22590625,0.0018722417,0.060518656,0.0022360226
-0.0056560407,-0.005038494,0.0028638968,0.103494115,-0.010499891,-0.068853736,-0.10941412,-0.072677225,-0.009984196,-0.0029730096,-0.025446858,0.19954677,0.013485927,0.002170705,-0.16944693,0.0,0.0072656795,0.0,-0.0002736433,0.0,0.01382887,0.0,-0.019445265,0.0,-0.022749815,0.12506641,0.19300382,0.0025433174,0.07043863,0.0029615534
-0.011198001,0.00459965,0.0019258719,-0.16856037,-0.018878542,-0.022189397,-0.21027948,-0.02811558,-0.003221009,-0.0059972503,-0.009886832,-0.21701375,-0.045929745,-0.0033013672,0.006908782,0.0,0.003679623,0.0,-6.1106955e-05,0.0,0.012518019,0.0,-0.0103583485,0.0,-0.018970218,0.05386391,-0.67942405,-0.011701756,-0.04124452,0.0011701013
-0.0066792243,-0.0034175578,-0.018129885,0.08158384,-0.0065733623,-0.021619823,-0.044621345,-0.025523964,-0.008898156,-0.0017303135,0.0051296935,-0.17343101,0.02384177,0.0026629963,-0.054552697,0.0,0.007777835,0.0,0.0023222,0.0,-0.0374914,0.0,-0.03262361,0.0,0.05530012,-0.36230946,0.13744247,-0.0056609544,-0.04363543,0.00404053
-0.008361761,0.028872145,-0.0028374044,-0.32633215,-0.004970686,0.02015366,0.19961211,-0.11448374,-0.032008067,-0.0017187585,0.008470819,0.11898096,0.007408395,0.0007147782,-0.068102844,0.0,-0.012416904,0.0,-0.0029277918,0.0,-0.048229754,0.0,0.011377078,0.0,0.016585503,0.037296165,-0.57503617,0.0013753615,-0.03359826,0.0007007236
-0.012960705,-0.0024429234,0.00052982883,-0.16853394,-0.008204156,0.009637114,0.014756128,-0.037880912,-0.0068888245,-0.0019910794,-0.045003943,0.21671821,0.013324976,0.0013165945,0.023653368,0.0,-0.004648785,0.0,0.0054077334,0.0,0.042644545,0.0,0.018894875,0.0,0.044791,0.11076188,0.20103458,0.0023100975,-0.10204404,-0.0051130587
0.028731499,0.0010226602,0.002531665,0.31518343,-0.0075873625,0.012603895,0.0745005,0.087868705,-0.004680756,-0.0022917613,0.008070308,0.23732619,0.023680806,0.0037843294,0.022951633,0.0,0.002714097,0.0,0.0007172578,0.0,0.018171946,0.0,0.010891021,0.0,0.015478902,0.15976454,0.18384156,0.0055361935,0.05561919,0.0004820559
-0.0115733,0.005485376,0.0010577226,-0.28575346,-0.011935635,-0.01675308,-0.1172643,-0.08483946,-0.0008252424,-0.0044812206,-0.008101533,-0.1598957,0.014230905,0.0012427651,0.011689142,0.0,0.0043513044,0.0,0.00010642182,0.0,-0.037445944,0.0,-0.012244991,0.0,-0.018146653,0.050747316,-0.6801863,-0.0032021434,-0.04714519,0.0019634247
-0.008868149,-0.0014719334,-0.008810946,-0.12588409,-0.009028511,0.011322138,0.016284382,-0.0357268,-0.0032374018,-0.0024717187,-0.07513682,0.2270165,0.014452618,0.0014149476,0.031286646,0.0,-0.007328331,0.0,-0.002934964,0.0,0.026128998,0.0,0.014060989,0.0,-0.02186654,0.1330067,0.19941397,0.0028420726,0.1269526,0.001335548
-0.014923806,-0.001095877,-0.00038312373,-0.5780611,-0.009145961,0.008156401,-0.02932046,-0.14079863,-0.0031836887,-0.0031878815,0.018479751,0.21577978,0.0091845635,0.0010492606,0.053347923,0.0,-0.0037293988,0.0,-0.0023035468,0.0,0.036982868,0.0,0.031475943,0.0,-0.04267195,0.13674796,0.1739771,-0.00075338164,-0.09575875,0.001544608
-0.01621228,-0.006318663,-0.042032316,-0.20190401,0.0402322,-0.020124597,-0.078077905,-0.011550448,0.003983302,0.014612686,-0.009423759,-0.15808307,0.022142028,0.0013427887,-0.04793407,0.0,-0.0065466245,0.0,-0.018638266,0.0,0.010200217,0.0,-0.024875376,0.0,-0.13441212,-0.48765624,0.10187534,-0.00058202574,-0.06352029,0.0061922064
-0.01007623,-0.0036011299,0.0009895641,-0.28787354,-0.019978736,-0.0182097,-0.15241571,-0.038766816,-0.00058314495,-0.006032559,-0.007917137,-0.17260571,-0.034402378,-0.0030887537,0.012630543,0.0,0.0031401485,0.0,-0.00067764055,0.0,0.01144937,0.0,-0.0151666915,0.0,-0.019228086,0.05513373,-0.6770317,7.3827054e-05,-0.04084782,0.0010600352
-0.008960169,0.0045580654,0.0028672593,0.29036972,-0.019709324,0.00910787,-0.016482944,-0.006415103,-0.0024171465,-0.004773868,-0.011040046,-0.22476657,0.05358791,0.0047017112,0.012631419,0.0,-0.019660192,0.0,-0.00049942493,0.0,0.015218832,0.0,-0.01236263,0.0,-0.018424729,0.11314209,0.19634047,0.0017541163,0.081150845,0.011882178
0.032858424,-0.0029779968,0.0022926687,-0.1936492,-0.0114161605,0.015652055,0.09162709,-0.082518935,0.00046053814,-0.004049287,0.048474554,0.32715333,0.009379224,0.0011672486,0.034975514,0.0,0.0015822853,0.0,-0.0018889707,0.0,0.04043874,0.0,0.013244527,0.0,0.02269895,0.13408832,0.18290636,0.002084832,0.111550786,0.00047469162
-0.006006391,0.0042576073,0.0009642975,0.26926127,-0.009046799,0.010216219,-0.099258006,-0.0073550474,-7.0928305e-05,-0.0023450698,-0.019068416,0.16505991,0.020851519,0.0027620425,0.023604997,0.0,0.0027892154,0.0,0.00010374107,0.0,0.013357,0.0,-0.011109461,0.0,-0.022445934,0.16060919,0.22057801,0.0024282578,0.05975918,0.0039690174
-0.014860015,-0.010545772,-0.010862257,-0.18317333,-0.008062985,0.007553438,-0.10406469,-0.049771108,-0.0051043024,-0.003042876,-0.008308536,-0.17487669,0.014822088,0.0002442734,-0.043496016,0.0,5.879759e-05,0.0,0.03566523,0.0,-0.04438154,0.0,-0.027006496,0.0,-0.090323694,-0.38437974,0.09857619,-0.001635152,-0.060424633,-0.003608794
-0.011968542,0.002994354,0.0016934861,-0.17539348,-0.018489884,-0.023524798,-0.1728528,-0.0310935,0.00087938824,-0.006573332,0.00092877867,-0.21294598,-0.043962043,-0.0035491483,0.00675636,0.0,0.0038674807,0.0,1.6384744e-05,0.0,0.011571082,0.0,-0.010817363,0.0,-0.019036286,0.05727728,-0.71349734,-0.011257164,-0.04146084,0.0018855035
-0.008893505,0.00011881594,-0.008845241,-0.0036110901,-0.009098517,0.017800923,-0.12554203,-0.037620917,-0.005662457,-0.0021672947,-0.00953542,-0.22964069,-0.06274094,-0.0032439777,0.0104708485,0.0,0.00035264943,0.0,-0.018157592,0.0,0.006142957,0.0,-0.03478161,0.0,-0.14033447,-0.5129426,0.10249604,0.00042126267,-0.0561583,0.010969459
-0.004973994,0.002251572,0.0017158521,0.1534906,-0.01000844,0.0140902065,-0.061120115,-0.056768578,-0.0041626743,-0.002901883,0.013583853,0.28100017,0.015492252,0.0022394594,0.025846286,0.0,0.0035168624,0.0,-0.00033745827,0.0,0.015124953,0.0,-0.0135082565,0.0,-0.017578607,0.14105022,0.21504113,0.003451899,0.074369624,0.0033551059
-0.012411823,-0.008394204,-0.020425742,0.017681058,-0.022059668,-0.0294499,-0.094171844,-0.057413913,0.009675991,-0.003740983,-0.009808132,-0.30885538,0.033678643,0.0037745473,0.008220078,0.0,0.020617185,0.0,-0.00013108853,0.0,0.010359197,0.0,-0.022306062,0.0,0.027466465,0.08834108,0.16459166,0.0011961808,0.11399298,0.004439293
-0.012048131,0.0021808841,0.0014168978,-0.1772358,-0.0065876795,0.0072872923,0.10453158,-0.0573427,0.0001399004,-0.002144459,0.016138656,0.19046333,0.008643191,0.0009807803,0.048193835,0.0,-0.008948938,0.0,0.010514529,0.0,0.033525582,0.0,0.025754577,0.0,0.13541219,-0.43023187,0.1116804,-0.014977833,-0.06965371,-0.0016603975
-0.0060797655,0.0019886908,0.00092608755,0.38404182,-0.009827163,0.010052768,-0.06897608,0.17532532,-0.0020072944,-0.0023450698,-0.017529592,0.21966961,0.028446712,0.0034506507,0.01853549,0.0,0.0029264267,0.0,-9.357902e-05,0.0,0.017181486,0.0,-0.0094054695,0.0,-0.018320806,0.17823055,0.23726138,0.0065713488,0.06298789,0.0022050142
-0.011705309,-0.00053521513,-0.011677992,-0.15863554,-0.008817613,-0.016248351,-0.06585977,0.019529536,-0.0068058725,-0.002878754,-0.012996811,-0.151931,0.017541569,0.0013598605,-0.046804555,0.0,-0.00087102305,0.0,0.0054647904,0.0,-0.041353688,0.0,0.02734487,0.0,0.094532646,-0.24034923,0.1276802,-0.0068025813,-0.04996949,0.00019835957
0.051963355,-0.0023449373,-0.0016105414,-0.282278,-0.006442177,-0.05552398,0.28036228,-0.05467037,0.014933094,-0.0021282057,0.003973942,0.10742249,0.007323996,0.00074856885,-0.07378308,0.0,-0.02718391,0.0,-0.0032005596,0.0,0.018833574,0.0,0.01167569,0.0,0.0135532385,0.03870432,-0.559827,-0.006414476,-0.027451467,0.0004263642
-0.014081067,0.00227615,0.0019896876,0.06534197,-0.019993026,-0.028198214,-0.056745123,0.04110509,0.008910851,-0.005662041,-0.009707032,-0.33763993,-0.09418014,-0.008040532,0.010026352,0.0,0.004340431,0.0,-0.0005143376,0.0,0.008283838,0.0,-0.016847357,0.0,-0.027383009,0.13243505,0.16495939,0.0013775055,-0.049112305,-0.023966989
-0.0112392185,0.0034468565,0.0048308726,-0.036158554,-0.032786235,0.015499276,-0.1815172,0.016752278,-0.014480015,-0.011747366,-0.005587771,-0.4024996,-0.17435624,-0.018551363,0.009732227,0.0,0.0031064413,0.0,-0.00059084303,0.0,0.0096038105,0.0,-0.016293801,0.0,-0.020093221,0.09990442,0.15458575,0.001641612,0.09865694,0.012814879
-0.01982459,0.002216801,0.0003925273,-0.20633468,-0.006207507,0.010315946,0.0576616,-0.06724856,6.3657266e-05,-0.0020912576,0.021838678,0.20966442,0.012094747,0.0011764953,0.02000983,0.0,0.0038878454,0.0,-0.008874384,0.0,-0.13021068,0.0,-0.02509449,0.0,0.04447528,0.09534328,0.15128732,0.0029622861,-0.1649345,0.0015637007
-0.013543095,0.007922854,0.002863191,0.41888988,-0.015880289,0.020217452,-0.0057680095,0.08291647,-0.0070948666,-0.004753671,-0.006202417,-0.1809985,0.10318304,0.01369347,-0.0918497,0.0,0.0028964484,0.0,1.14808645e-05,0.0,0.011528337,0.0,-0.011141196,0.0,-0.02061924,0.13371298,0.20907363,-0.036472104,-0.04612746,0.013344788
-0.015506692,-0.0035917982,0.0056384453,-0.24127543,0.037111044,0.006138437,-0.11151717,-0.09481817,-0.0025180418,0.015640017,-0.012326306,-0.12050643,0.011541836,0.0008820306,-0.03885264,0.0,-0.0050791157,0.0,0.0006480512,0.0,-0.04854139,0.0,0.015223398,0.0,-0.020048222,0.052418787,-0.7489808,-0.0022639702,-0.061670415,0.0016265423
0.07332466,0.0044713235,-0.0013281638,-0.2533318,-0.018885098,-0.018913677,-0.19187991,-0.067936376,-0.0030529893,-0.0058439136,-0.007896595,-0.17507887,-0.03431606,-0.0036275433,0.010067854,0.0,0.00049316837,0.0,0.00031731025,0.0,0.006201973,0.0,-0.02290552,0.0,-0.016934076,0.054571085,-0.6677872,-0.010722466,-0.039996188,0.00020428211
-0.010606081,0.0038569176,0.0023424579,0.26111704,-0.014154925,0.009777552,-0.20826744,0.021343045,-0.037664037,-0.0053865314,-0.012258954,-0.25810328,0.042099692,-0.00076672324,0.0148668485,0.0,0.0037260095,0.0,0.0004571724,0.0,-0.08849054,0.0,0.018816467,0.0,0.010750645,0.09810995,0.18445419,0.0023640834,0.071794875,0.004746752
-0.010013436,0.0036897007,0.0009836173,-0.2444504,-0.01648646,-0.0201337,-0.15060548,-0.041739862,-0.0004852437,-0.0052026324,-0.007897669,-0.18029243,-0.034498733,-0.0030522998,0.009364502,0.0,0.004415732,0.0,-0.00035597399,0.0,0.0109477695,0.0,-0.0148191145,0.0,-0.018905118,0.055044185,-0.6927592,-0.010335171,-0.04114188,0.0006187027
-0.007596412,0.012094651,-0.005996046,0.1352451,-0.009528622,-0.024383562,-0.14702164,0.04695045,-0.00350149,-0.0039982717,-0.007461604,-0.28179282,-0.09542678,-0.012695523,0.011728019,0.0,-0.0007864414,0.0,-0.006703776,0.0,0.005251893,0.0,-0.02128272,0.0,-0.109712645,-0.44409344,0.11904781,0.00064593187,-0.05566841,-0.018674856
-0.010016769,0.0038749408,0.0011366985,-0.29982486,-0.019373903,-0.018469205,-0.15181069,-0.04202171,-0.0017019233,-0.005780388,-0.0076591214,-0.16892783,-0.03262038,-0.0028484077,0.01269798,0.0,0.0038009079,0.0,-0.0001948744,0.0,0.011296319,0.0,-0.014863321,0.0,-0.01856378,0.05336396,-0.670554,0.00020956469,-0.043324247,0.00034802518
0.059819512,-0.00066317245,0.0027956024,-0.42021826,-0.0073560663,0.010608594,0.116201,-0.08334484,-0.003532201,-0.003088782,0.022405056,0.22994217,0.008513754,0.0010956182,0.028524047,0.0,0.0027163709,0.0,0.0057058316,0.0,-0.1392277,0.0,0.03044108,0.0,0.04002067,0.090101756,0.16698962,-0.00015361821,-0.07532728,0.00039544777
-0.012493108,0.003977301,-0.020017609,-0.18354142,-0.009467347,0.013660048,0.14278357,-0.088659115,-0.0034055067,-0.0030323954,0.03981738,0.2983537,0.008928391,0.0009932945,-0.119701065,0.0,-0.005103879,0.0,0.0034759757,0.0,0.03278859,0.0,0.014765871,0.0,0.023334155,0.106959485,0.16122322,0.0014148762,0.098722175,0.00092263345
-0.0049518626,-0.008637461,-0.0072828927,-0.2491241,-0.013544948,0.020197801,0.11155229,-0.109380394,0.03563493,-0.0035011903,0.011455319,0.12698887,0.007603375,0.00071052735,-0.090856254,0.0,-0.015331794,0.0,-0.0007982446,0.0,0.023573318,0.0,0.011531049,0.0,0.013697725,0.042369876,-0.5861651,0.0012234206,0.097361594,0.0006260823
-0.022096977,-0.0013578006,-0.01846192,-0.23678724,-0.007910191,0.01174389,0.096049644,-0.058700293,-0.0051548616,-0.00262318,0.008645153,0.26907897,0.009053724,0.0010110551,-0.1185829,0.0,0.0015989757,0.0,0.0055277636,0.0,0.02588131,0.0,0.016719546,0.0,0.040043373,0.11664059,0.17134272,-0.022599436,-0.121833056,0.0010994554
-0.0062809065,0.0024802503,0.0011998285,0.3385102,-0.009018529,0.010914071,-0.0398447,0.1376012,-0.00354239,-0.0023991046,0.007763396,0.24747983,0.024699604,0.0036870765,0.02199054,0.0,0.0029820276,0.0,-5.8026344e-05,0.0,0.0189151,0.0,-0.0090707615,0.0,-0.0163021,0.1629462,0.23934673,0.0073079923,0.07000041,0.0017766415
-0.0055203466,0.0026521524,0.0019387756,0.1193213,-0.010392063,0.019981535,-0.10551948,-0.06645224,-0.004027448,-0.0029383397,-0.025067627,0.25848106,0.014040537,0.0022203538,0.020983396,0.0,0.005679628,0.0,0.00025799853,0.0,0.015809624,0.0,-0.016966611,0.0,-0.01750834,0.13384277,0.20766816,0.0057190857,0.08031994,0.0037472737
-0.022189187,-0.0038299917,-0.053596783,-0.21477109,0.06006547,0.018543411,-0.17252208,-0.08091407,0.0048447605,0.009021113,-0.011725279,-0.28333086,0.03881696,0.0031832482,0.010280889,0.0,0.005517804,0.0,-0.00040825328,0.0,0.018205792,0.0,-0.029889602,0.0,-0.04413768,0.11784426,0.15399878,0.00071192876,-0.09150282,-0.02223459
-0.009504567,-0.008012928,-0.0111155445,-0.31900564,-0.011298262,0.0044292836,-0.10241814,-0.099043384,0.0007929998,-0.0034138446,-0.009601625,-0.14714617,0.008173342,0.00018759363,-0.0435351,0.0,-0.0025615392,0.0,0.027795287,0.0,-0.04184497,0.0,-0.020618737,0.0,-0.092628874,-0.32897228,0.09380838,-0.004232219,-0.047533408,0.0022255864
-0.009198627,0.002243699,0.0005968662,-0.15308675,-0.011736437,0.014105593,-0.012577836,-0.013591501,-0.0009652207,-0.0039721713,-0.074273035,0.27732238,0.010108702,0.0011225501,0.020517282,0.0,0.0026526768,0.0,0.001094887,0.0,0.029643899,0.0,0.013238547,0.0,-0.025042763,0.17308713,0.19572425,0.0022813785,0.11565949,0.0012335584
-0.00847125,-0.009083202,-0.011974704,-0.49352652,-0.0049590683,0.0105313165,0.07181291,-0.12183895,0.009404872,-0.0015522484,0.005783385,0.10210195,0.0073546115,0.0006821316,-0.083232135,0.0,-0.014443853,0.0,-0.00195451,0.0,-0.04484465,0.0,0.01092491,0.0,0.016722197,0.0326475,-0.7784129,-0.01788008,-0.03169623,0.00065921125
0.029438365,-0.013420846,0.0021611177,-0.2108154,-0.008720258,0.01261961,0.04568277,-0.0910695,-0.0061263093,-0.0039805444,0.045285057,0.29360768,0.009016594,0.0010746055,0.030094646,0.0,-0.006428277,0.0,-0.0008166229,0.0,-0.13090019,0.0,0.014976344,0.0,-0.029625395,0.15312152,0.15799955,0.0023251087,0.12935756,0.00088875985
-0.008520915,-0.0052203955,-0.011212637,0.42669705,-0.0054264525,0.011276887,-0.04885046,0.1895138,-0.007970067,-0.0014667105,-0.013420289,0.24460581,0.024392586,0.0030555935,0.022922108,0.0,0.00371982,0.0,2.0249438e-05,0.0,0.019693242,0.0,-0.0062446906,0.0,-0.021583574,0.16987582,0.24199758,0.0075422223,-0.048480425,-0.0086374115
-0.016875183,-0.008837725,-0.020730235,-0.0349696,-0.01595402,-0.026428498,-0.039628256,-0.021468492,0.02295844,-0.006523603,-0.0123819085,-0.28707752,0.025339978,0.0010928846,0.010260731,0.0,-0.034002643,0.0,0.00034598153,0.0,-0.057682987,0.0,0.031562526,0.0,0.028076164,0.071093135,0.16969866,0.0011817436,-0.053414267,-0.00030410086
-0.008879415,0.0010067909,0.0024858334,0.3084957,-0.0053299475,-0.052192338,0.02065069,-0.010084899,-0.014395353,-0.0015695866,-0.028409295,0.23210792,0.019398078,0.0022174632,0.03477374,0.0,0.003539542,0.0,0.0010776273,0.0,0.013436763,0.0,0.023479061,0.0,0.023116969,0.1385361,0.23482212,0.0019062008,-0.03997843,-0.008855397
-0.009328097,-0.0029120666,-0.016302202,-0.19561131,-0.009786296,0.016714245,0.0985427,-0.073521554,0.001962801,-0.003109685,0.047774456,0.3348068,0.009757066,0.001145444,0.038183194,0.0,0.0016655982,0.0,-0.0010159092,0.0,0.040640786,0.0,0.013022214,0.0,0.022081852,0.12813085,0.17520975,0.0021299815,0.12155556,0.0006942106
-0.0062816474,0.0024563475,0.004796174,0.13873495,-0.0099537475,0.018132916,0.07584744,-0.027214784,-0.00428395,-0.0030639898,0.014852495,0.3010105,0.015298381,0.0022602754,0.024718536,0.0,0.004627193,0.0,0.0010777368,0.0,0.014015232,0.0,0.021377461,0.0,-0.022048775,0.14350311,0.2252738,0.0045374925,0.077359684,0.0019629118
-0.008632745,0.0017108989,0.0018588081,0.4088536,-0.005612503,0.008508743,-0.003297212,0.13634181,-0.0064515052,-0.0015216402,-0.018969173,0.25179002,0.025069341,0.0032026328,0.026239343,0.0,0.0027045906,0.0,0.0008935416,0.0,0.018257543,0.0,-0.010879739,0.0,0.0194886,0.16182396,0.24894385,0.0049880566,-0.047556642,-0.009651801
-0.017473748,0.001269684,0.0042747715,-0.20584026,-0.026281578,-0.026418287,-0.2300547,-0.030015199,-0.011323197,-0.009212704,-0.011413918,-0.34475586,-0.09290244,-0.0086700795,0.003877961,0.0,0.0034430963,0.0,-0.00064297055,0.0,0.013100655,0.0,-0.019482391,0.0,-0.03472576,0.1063917,0.13661177,-0.016614532,-0.064715676,0.0033524148
-0.010118623,-0.003524939,0.0018255102,-0.031105954,-0.011242192,-0.046149433,-0.052580673,-0.03974416,0.0018016723,-0.0030416057,-0.06272814,0.19876722,0.011895325,0.0011978177,-0.10710912,0.0,0.0043122354,0.0,0.00019957677,0.0,0.021429647,0.0,-0.01705376,0.0,-0.02975241,0.15820022,0.18608868,0.0028003363,0.13418643,0.0020653321
0.1115669,-0.0062058973,0.0039180196,-0.32339597,-0.0110888975,-0.009940313,-0.026737282,-0.05827027,0.0035958085,-0.0038367603,-0.0010688723,-0.120537855,0.011882009,0.001011656,-0.041942757,0.0,-0.0048049297,0.0,-0.002413235,0.0,-0.035421252,0.0,0.013109581,0.0,0.0026889446,0.035099477,-0.7109326,-0.0048341956,-0.031056099,0.00043599473
-0.009215506,0.0070594205,0.00095765514,-0.28775746,-0.018412413,-0.018898685,-0.11552504,-0.04595488,-0.0027181779,-0.005564833,-0.0076591214,-0.16446917,-0.03249267,-0.0029509868,0.012593381,0.0,0.003792821,0.0,-0.00022136178,0.0,0.011152281,0.0,-0.014433858,0.0,-0.018577345,0.054339457,-0.67682403,0.00021956203,-0.04033191,-0.00096899364
-0.014396535,0.0007323034,0.0014508725,-0.23604646,-0.008784744,0.011062366,-0.017604474,-0.12771188,0.0031830876,-0.002656571,-0.08011002,0.23518778,0.009488954,0.0010517368,0.026155988,0.0,0.0024885267,0.0,-0.0038691263,0.0,0.048898175,0.0,-0.013244859,0.0,-0.02953723,0.14993373,0.18066485,-0.022227151,-0.10223881,0.0023898573
0.033483725,0.00078006997,0.002897208,0.15119846,-0.0063456497,-0.05306648,-0.084700674,-0.069075614,0.007465909,-0.0021232916,-0.02139111,0.20625399,0.011118025,0.002324979,-0.17934348,0.0,0.004793508,0.0,6.877732e-05,0.0,0.013537301,0.0,-0.0223214,0.0,-0.027030015,0.14918123,0.19783424,-0.0003475258,-0.045991786,0.0026294661
-0.01308079,-0.006833499,-0.008110822,-0.3166669,-0.011045181,-0.016056698,-0.046499778,-0.06606996,0.0026071481,-0.0035461802,0.0026502921,-0.124070756,0.012085713,0.0009859625,-0.043762214,0.0,0.0046044174,0.0,0.0008628332,0.0,-0.03506363,0.0,0.010534959,0.0,0.014578118,0.032853466,-0.75031936,-0.0051991483,-0.04294158,0.0008593838
-0.012045023,0.0048319353,0.0023969829,-0.19906382,-0.016548524,-0.02185924,-0.20385864,-0.034634393,0.0039559286,-0.005782049,-0.00987607,-0.24615307,-0.051811203,-0.006603311,0.01071543,0.0,-0.002758733,0.0,-0.018827258,0.0,0.011531607,0.0,-0.025882,0.0,-0.15037072,-0.42289984,0.091534786,0.00059911143,-0.06656286,-0.006540859
0.100667834,-0.0064416816,-0.001076787,-0.32781875,-0.012264906,-0.009901243,-0.041404627,-0.043650307,0.0043240385,-0.005654223,-0.0008879439,-0.10969285,0.0123200435,0.0010151844,-0.042294167,0.0,-0.0038133382,0.0,-0.001508763,0.0,-0.033572342,0.0,-0.011744017,0.0,0.0072872196,0.035848696,-0.70717674,-0.008334191,-0.038957015,0.0007673902
